# name, mass, radius, period, axis, eccentricity, inclination, angular_distance, publication_status_letter, discovered, updated, omega, tperi, detection_type, molecules, star.name, ra, dec, star.magnitude_v, star.magnitude_i, star.magnitude_j, star.magnitude_h, star.magnitude_k, star.distance, star.metallicity, star.mass, star.radius, star.spec_type, star.age, star.teff
11 Com b,19.4,,326.03,1.29,0.231,,0.011664,R,2008,2011-12-23,94.8,2452899.6,detected by radial velocity,,11 Com,12:20:43.0,+17:47:34,4.74,,,,,110.6,-0.35,2.7,19.0,G8 III,,4742.0
11 UMi b,10.5,,516.22,1.54,0.08,,0.012887,R,2009,2009-08-13,117.63,2452861.05,detected by radial velocity,,11 UMi,15:17:06.0,+71:49:26,5.02,,,,,119.5,0.04,1.8,24.08,K4III,1.56,4340.0
14 And b,4.8,,185.84,0.83,0.0,,0.010864,R,2008,2008-07-11,,2861.4,detected by radial velocity,,14 And,23:31:17.0,+39:14:10,5.22,4.1,3.02,2.61,2.33,76.4,-0.24,2.2,11.0,K0III,,4813.0
14 Her b,4.64,,1773.4,2.77,0.369,,0.153039,R,2002,2009-10-07,22.6,51372.7,detected by radial velocity,,14 Her,16:10:23.0,+43:49:18,6.67,,,,,18.1,0.43,0.9,0.708,K0 V,5.1,5311.0
16 Cyg B b,1.68,,799.5,1.68,0.689,,0.078468,R,1996,2009-10-07,83.4,50539.3,detected by radial velocity,,16 Cyg B,19:41:51.0,+50:31:03,6.2,,,,,21.41,0.08,1.01,0.98,G2.5 V,8.0,5766.0
18 Del b,10.3,,993.3,2.6,0.08,,0.035568,R,2008,2008-02-20,166.1,1672.0,detected by radial velocity,,18 Del,20:58:26.0,+10:50:21,5.52,,4.03,3.44,3.67,73.1,-0.052,2.3,8.5,G6III,,4979.0
1RXS1609 b,14.0,1.7,,330.0,,,2.275862,R,2008,2011-12-14,,,detected by imaging,"H2O, CO, H2",1RXS1609,16:09:30.0,-21:04:58,,10.99,9.82,9.12,8.92,145.0,,0.73,1.35,K7V,0.011,4060.0
24 Sex b,1.99,,452.8,1.333,0.09,,0.017821,R,2010,2010-07-28,9.2,2454762.0,detected by radial velocity,,24 Sex,10:23:28.0,+00:54:08,7.38,,,,,74.8,-0.03,1.54,4.9,G5,2.7,5098.0
24 Sex c,0.86,,883.0,2.08,0.29,,0.027807,R,2010,2010-07-28,220.5,2454930.0,detected by radial velocity,,24 Sex,10:23:28.0,+00:54:08,7.38,,,,,74.8,-0.03,1.54,4.9,G5,2.7,5098.0
2M 044144 b,7.5,,,15.0,,,0.107143,R,2010,2010-04-06,,,detected by imaging,,2M 044144,04:41:45.0,+23:01:51,,,14.2,13.72,13.16,140.0,,0.02,,M8.5,0.001,
2M 0746+20 b,30.0,0.97,4640.0,2.897,0.487,138.2,0.237265,R,2010,2012-01-20,354.4,,detected by imaging,,2M 0746+20,07:46:43.0,+20:00:32,,,,,,12.21,,0.12,0.089,,,2205.0
2M 2140+16 b,20.0,0.92,7340.0,3.53,0.26,46.2,0.1412,R,2010,2012-01-20,223.0,,detected by imaging,,2M 2140+16,21:40:29.0,+16:25:18,,,,,,25.0,,0.08,0.1,,,2300.0
2M 2206-20 b,30.0,1.3,8686.0,4.48,0.0,44.3,0.167979,R,2010,2012-01-20,,,detected by imaging,,2M 2206-20,22:06:23.0,-20:47:06,,,,,,26.67,,0.13,0.11,,,2350.0
2M1207 b,4.0,,,46.0,,,0.877863,R,2004,2010-12-28,,,detected by imaging,,2M1207,12:07:33.0,-39:32:54,20.15,15.95,13.0,,,52.4,,0.025,,M8,0.008,
30 Ari B b,9.88,,335.1,0.995,0.289,,0.025254,R,2009,2009-11-27,307.0,2454538.0,detected by radial velocity,,30 Ari B,02:36:58.0,+24:38:53,7.1,,,,,39.4,0.07,1.13,1.13,F6V,0.91,6424.0
4 Uma b,7.1,,269.3,0.87,0.432,,0.011083,R,2007,2007-03-28,23.81,52987.3936,detected by radial velocity,,4 Uma,08:40:13.0,+64:19:41,5.79,,,,,78.5,-0.25,1.234,,K1III,4.604,4415.0
42 Dra b,3.88,,479.1,1.19,0.38,,0.01223,R,2009,2009-03-23,218.7,2452757.4,detected by radial velocity,,42 Dra,18:25:59.0,+65:33:49,4.83,,,,,97.3,-0.46,0.98,22.03,K1.5III,9.49,4200.0
47 Uma b,2.53,,1078.0,2.1,0.032,,0.150322,R,1996,2010-03-10,334.0,1917.0,detected by radial velocity,,47 Uma,10:59:29.0,+40:25:46,5.1,,,,,13.97,0.0,1.03,1.24,G0V,7.4,5892.0
47 Uma c,0.54,,2391.0,3.6,0.098,,0.257695,R,2001,2010-03-10,295.0,2441.0,detected by radial velocity,,47 Uma,10:59:29.0,+40:25:46,5.1,,,,,13.97,0.0,1.03,1.24,G0V,7.4,5892.0
47 Uma d,1.64,,14002.0,11.6,0.16,,0.830351,R,2010,2010-03-10,110.0,1736.0,detected by radial velocity,,47 Uma,10:59:29.0,+40:25:46,5.1,,,,,13.97,0.0,1.03,1.24,G0V,7.4,5892.0
51 Peg b,0.468,,4.23077,0.052,0.0,79.0,0.003537,R,1995,2010-12-07,0.0,,detected by radial velocity,,51 Peg,22:57:27.0,+20:46:07,5.49,,,,,14.7,0.2,1.11,1.266,G2 IV,4.0,5793.0
55 Cnc b,0.824,,14.651262,0.1148,0.0159,,0.009303,R,1996,2011-06-07,164.0,2450002.94749,detected by radial velocity,,55 Cnc,08:52:37.0,+28:20:02,5.95,,,,,12.34,0.31,0.905,0.943,K0IV-V,10.2,5196.0
55 Cnc c,0.169,,44.3446,0.2403,0.053,,0.019473,R,2002,2011-06-07,57.4,2449989.3385,detected by radial velocity,,55 Cnc,08:52:37.0,+28:20:02,5.95,,,,,12.34,0.31,0.905,0.943,K0IV-V,10.2,5196.0
55 Cnc d,3.835,,5218.0,5.76,0.025,53.0,0.466775,R,2002,2011-06-07,181.3,2452500.6,detected by radial velocity,,55 Cnc,08:52:37.0,+28:20:02,5.95,,,,,12.34,0.31,0.905,0.943,K0IV-V,10.2,5196.0
55 Cnc e,0.027,0.194,0.7365449,0.0156,0.06,81.0,0.001264,R,2004,2012-05-11,170.0,2449999.83643,detected by transit,,55 Cnc,08:52:37.0,+28:20:02,5.95,,,,,12.34,0.31,0.905,0.943,K0IV-V,10.2,5196.0
55 Cnc f,0.144,,260.7,0.781,0.0002,,0.06329,R,2007,2011-06-07,205.0,2450080.9108,detected by radial velocity,,55 Cnc,08:52:37.0,+28:20:02,5.95,,,,,12.34,0.31,0.905,0.943,K0IV-V,10.2,5196.0
6 Lyn b,2.4,,899.0,2.2,0.134,2.0,0.038664,R,2008,2011-01-11,27.0,3309.0,detected by radial velocity,,6 Lyn,06:30:47.0,+58:09:46,5.86,4.8,4.27,3.03,3.7,56.9,-0.13,1.7,5.2,K0IV,,4978.0
61 Vir b,0.016,,4.215,0.050201,0.12,,0.005892,R,2009,2009-12-15,105.0,2453369.166,detected by radial velocity,,61 Vir,13:18:24.0,-18:18:40,4.74,,,,,8.52,-0.01,0.95,0.94,G5V,8.96,5531.0
61 Vir c,0.0573,,38.021,0.2175,0.14,,0.025528,R,2009,2009-12-15,341.0,2453369.166,detected by radial velocity,,61 Vir,13:18:24.0,-18:18:40,4.74,,,,,8.52,-0.01,0.95,0.94,G5V,8.96,5531.0
61 Vir d,0.072,,123.01,0.476,0.35,,0.055869,R,2009,2009-12-15,314.0,2453369.166,detected by radial velocity,,61 Vir,13:18:24.0,-18:18:40,4.74,,,,,8.52,-0.01,0.95,0.94,G5V,8.96,5531.0
7 CMa b,2.6,,763.0,1.9,0.14,,0.096203,R,2011,2011-11-07,44.9,2455520.0,detected by radial velocity,,7 CMa,06:36:41.0,-19:15:21,3.96,,,,,19.75,0.21,1.52,2.3,K1 III,,4792.0
70 Vir b,6.6,,116.67,0.48,0.43,,0.021818,R,1996,2010-12-29,2.1,2448990.403,detected by radial velocity,,70 Vir,13:28:26.0,+13:47:12,5.0,,,,,22.0,-0.11,0.92,1.968,G4 V,7.09,5432.0
81 Cet b,5.3,,952.7,2.5,0.206,,0.02572,R,2008,2008-07-03,175.0,2486.0,detected by radial velocity,,81 Cet,02:37:42.0,-03:23:46,5.65,,3.94,3.38,3.27,97.2,-0.06,2.4,11.0,G5III,,
91 Aqr b,2.9,,182.0,0.3,,,0.006593,S,2003,2011-01-03,,,detected by radial velocity,,91 Aqr,23:15:53.0,-09:05:15,4.21,,,,,45.5,-0.085,,,K0 III,,4580.0
AB Pic b,13.5,,,275.0,,,5.813953,R,2005,2010-12-06,,,detected by imaging,,AB Pic,06:19:12.0,-58:03:15,9.16,,,,,47.3,-0.64,,,K2 V,0.03,4875.0
BD +48 738 b,0.91,,392.6,1.0,0.2,,,S,2011,2012-03-19,358.9,44457.2,detected by radial velocity,,BD +48 738,02:42:50.0,+49:35:13,9.14,,,,,,-0.2,0.74,11.0,K0III,,4414.0
BD-082823 b,0.045,,5.6,0.056,0.15,,0.001327,S,2009,2010-12-15,30.0,2454637.7,detected by radial velocity,,BD-082823,10:00:48.0,-09:31:00,9.86,,,,,42.2,-0.07,0.74,,K3V,4.5,4746.0
BD-082823 c,0.33,,237.6,0.68,0.19,,0.016114,S,2009,2009-12-16,-233.0,2454193.0,detected by radial velocity,,BD-082823,10:00:48.0,-09:31:00,9.86,,,,,42.2,-0.07,0.74,,K3V,4.5,4746.0
BD-10 3166 b,0.48,,3.487,0.046,0.05,,0.000697,R,2000,2010-12-25,35.0,1586.8,detected by radial velocity,,BD-10 3166,10:58:28.0,-10:46:13,10.08,,,,,66.0,0.5,0.99,1.71,G4 V,4.18,5400.0
BD-17 63 b,5.1,,655.6,1.34,0.54,,0.038728,R,2008,2008-10-28,112.2,54627.1,detected by radial velocity,,BD-17 63,00:28:34.0,-16:13:35,9.62,,,,,34.6,-0.03,0.74,0.69,K5V,4.3,4714.0
BD14 4559 b,1.47,,268.94,0.777,0.29,,0.01554,R,2009,2009-06-10,87.64,53293.71,detected by radial velocity,,BD14 4559,21:13:36.0,+14:41:22,9.63,,,,,50.0,0.1,0.86,,K2V,,5008.0
BD20 2457 b,21.42,,379.63,1.45,0.15,,0.00725,R,2009,2009-06-11,207.64,54677.03,detected by radial velocity,,BD20 2457,10:16:45.0,+19:53:29,9.75,,,,,200.0,-1.0,2.8,,K2II,,4127.0
BD20 2457 c,12.47,,621.99,2.01,0.18,,0.01005,R,2009,2009-06-10,126.02,53866.95,detected by radial velocity,,BD20 2457,10:16:45.0,+19:53:29,9.75,,,,,200.0,-1.0,2.8,,K2II,,4127.0
CD-35 2722 b,31.0,,,67.0,,,3.14554,R,2011,2011-02-23,,,detected by imaging,,CD-35 2722,00:00:00.0,+00:00:00,10.98,,,,,21.3,0.04,0.4,,M1V,0.1,3680.0
CFBDS 1458 b,6.5,,14600.0,2.6,,,0.112554,R,2011,2011-09-28,,,detected by imaging,,CFBDS 1458,14:58:29.0,+10:13:43,,,19.86,20.18,20.63,23.1,,0.024,,T9.5,3.0,540.0
CHXR 73 b,12.0,,,200.0,,,,R,2006,2011-03-08,,,detected by imaging,,CHXR 73,11:06:29.0,-77:37:33,,,,11.32,,,,0.35,,M3.25,0.002,
CT Cha b,17.0,2.2,,440.0,,,2.666667,R,2008,2008-09-24,,,detected by imaging,,CT Cha,11:04:09.0,-76:27:19,12.36,,,,,165.0,,,,K7,0.002,
CoRoT-1 b,1.03,1.49,1.5089557,0.0254,0.0,85.1,5.5e-05,C,2007,2012-04-05,,,detected by transit,,CoRoT-1,06:48:19.0,-03:06:08,13.6,,,,,460.0,-0.3,0.95,1.11,G0V,,5950.0
CoRoT-10 b,2.75,0.97,13.2406,0.1055,0.53,88.55,0.000306,S,2010,2010-06-14,218.9,54990.85,detected by transit,,CoRoT-10,19:24:15.0,+00:44:46,15.22,,,,,345.0,0.26,0.89,0.79,K1V,3.0,5075.0
CoRoT-11 b,2.49,1.39,2.994325,0.04351,0.0,81.41,7.8e-05,S,2010,2012-07-02,,,detected by transit,,CoRoT-11,18:42:45.0,+05:56:16,12.94,,,,,560.0,-0.03,1.27,1.37,F6V,2.0,6440.0
CoRoT-12 b,0.917,1.44,2.828042,0.04016,0.07,85.48,3.5e-05,S,2010,2010-06-14,105.0,,detected by transit,,CoRoT-12,06:43:04.0,-01:17:47,15.52,,,,,1150.0,0.16,1.078,1.116,G2V,6.3,5675.0
CoRoT-13 b,1.308,0.885,4.03519,0.051,0.0,88.02,3.9e-05,S,2010,2010-07-12,,,detected by transit,,CoRoT-13,06:50:53.0,-05:05:11,15.04,,,,,1310.0,0.01,1.09,1.01,G0V,1.64,5945.0
CoRoT-14 b,7.6,1.09,1.51214,0.027,0.0,79.6,2e-05,S,2010,2010-12-22,,2454787.6702,detected by transit,,CoRoT-14,06:53:42.0,-05:32:10,16.03,,,,,1340.0,0.05,1.13,1.21,F9V,0.6,6035.0
CoRoT-16 b,0.535,1.17,5.35227,0.0618,0.33,85.01,7.4e-05,C,2010,2011-06-14,168.41,,detected by transit,,CoRoT-16,18:34:06.0,-06:00:09,15.64,,,,,840.0,0.19,1.098,1.19,G5V,6.73,5650.0
CoRoT-17 b,2.45,1.02,3.768125,0.0461,0.0,88.34,5e-05,C,2010,2011-05-11,,,detected by transit,,CoRoT-17,18:34:47.0,-06:36:44,15.46,,,,,920.0,0.0,1.04,1.59,G2V,10.7,5740.0
CoRoT-18 b,3.47,1.31,1.9000693,0.0295,0.08,86.5,3.4e-05,S,2011,2012-04-05,,,detected by transit,,CoRoT-18,00:00:00.0,+00:00:00,14.99,,,,,870.0,-0.1,0.95,1.0,G9V,,5440.0
CoRoT-19 b,1.11,1.45,3.89713,0.0518,0.047,87.61,6.5e-05,S,2011,2011-07-05,86.0,,detected by transit,,CoRoT-19,00:00:00.0,+00:00:00,14.78,,,,,800.0,-0.02,1.21,1.65,F9V,5.0,6090.0
CoRoT-2 b,3.31,1.465,1.7429964,0.0281,0.0,87.84,9.4e-05,R,2007,2012-04-05,,,detected by transit,,CoRoT-2,19:27:07.0,+01:23:02,12.57,,,,,300.0,0.0,0.97,0.902,G7V,,5625.0
CoRoT-20 b,4.24,0.84,9.2,0.0902,0.562,88.21,7.3e-05,S,2011,2011-06-14,56.3,,detected by transit,,CoRoT-20,00:00:00.0,+00:00:00,14.66,,,,,1230.0,0.14,1.14,0.92,G2V,0.1,5880.0
CoRoT-21 b,2.26,1.3,2.72474,0.0417,0.0,86.8,,C,2011,2011-12-13,,,detected by transit,,CoRoT-21,00:00:00.0,+00:00:00,16.0,,,,,,0.0,1.29,1.945,FIV8,4.1,6200.0
CoRoT-23 b,2.8,1.05,3.6314,0.0477,0.16,85.7,8e-05,S,2011,2011-09-20,51.8,,detected by transit,,CoRoT-23,00:00:00.0,+00:00:00,15.63,,,,,600.0,0.05,1.14,1.61,G0V,7.2,5900.0
CoRoT-3 b,21.66,1.01,4.2568,0.057,0.0,85.9,8.4e-05,R,2008,2012-04-05,,,detected by transit,,CoRoT-3,19:28:13.0,+00:07:19,13.3,,,,,680.0,-0.02,1.37,1.56,F3V,2.0,6740.0
CoRoT-4 b,0.72,1.19,9.20205,0.09,0.0,90.0,,R,2008,2008-11-27,,,detected by transit,,CoRoT-4,06:48:47.0,+00:40:22,13.7,,,,,,0.05,1.1,1.15,F8V,1.0,6190.0
CoRoT-5 b,0.467,1.388,4.0378962,0.04947,0.09,85.83,0.000124,C,2008,2009-07-18,-128.3,,detected by transit,,CoRoT-5,06:45:07.0,+00:48:55,14.0,,,,,400.0,-0.25,1.0,1.186,F9V,6.9,6100.0
CoRoT-6 b,2.96,1.166,8.886593,0.0855,0.1,89.07,,R,2009,2010-01-11,,2454595.6144,detected by transit,,CoRoT-6,18:44:18.0,+06:39:48,13.9,,,,,,-0.2,1.055,1.025,F9V,,6090.0
CoRoT-7 b,0.0151,0.15,0.853585,0.0172,0.0,80.1,0.000115,R,2009,2010-10-15,,,detected by transit,,CoRoT-7,06:43:49.0,-01:03:46,11.7,,,,,150.0,0.03,0.93,0.87,K0V,1.5,5275.0
CoRoT-7 c,0.0264,,3.698,0.046,0.0,,0.000307,R,2009,2010-10-15,,2454445.0,detected by radial velocity,,CoRoT-7,06:43:49.0,-01:03:46,11.7,,,,,150.0,0.03,0.93,0.87,K0V,1.5,5275.0
CoRoT-8 b,0.22,0.57,6.21229,0.063,0.0,88.4,0.000166,R,2010,2010-06-14,,,detected by transit,,CoRoT-8,19:26:21.0,+01:25:36,14.8,,,,,380.0,0.3,0.88,0.77,K1V,3.0,5080.0
CoRoT-9 b,0.84,1.05,95.2738,0.407,0.11,89.9,0.000885,R,2010,2010-03-17,37.0,,detected by transit,,CoRoT-9,18:43:09.0,+06:12:15,13.7,,,,,460.0,-0.01,0.99,0.94,G3V,4.0,5625.0
DH Tau b,11.0,,,330.0,,,,R,2005,2011-03-08,,,detected by imaging,,DH Tau,04:29:42.0,+26:32:58,13.71,,,,,,,0.37,,M0.5V,0.001,
DP Leo b,6.05,,10230.0,8.19,0.39,,,R,2009,2010-11-18,-78.0,,pulsar,,DP Leo,11:17:16.0,+17:57:41,17.5,,,,,,,0.69,,AM Her,,
FU Tau b,15.0,,,800.0,,,5.714286,R,2009,2011-09-19,,,detected by imaging,,FU Tau,04:23:35.0,+25:03:03,,,,9.95,,140.0,,0.05,,M7.25,0.001,2838.0
Fomalhaut b,3.0,,320000.0,115.0,0.11,,14.92731,R,2008,2012-04-05,,,detected by imaging,,Fomalhaut,22:57:39.0,-29:37:20,1.16,,,,,7.704,,1.92,1.842,A3 V,0.44,8590.0
GJ 1214 b,0.02,0.245,1.58040482,0.014,0.27,88.8,0.001077,R,2009,2010-12-07,,,detected by transit,,GJ 1214,17:15:19.0,+04:57:50,14.71,,,,,13.0,0.39,0.153,0.21,M,6.0,2949.0
GJ 176 b,0.0265,,8.7836,0.066,0.0,,0.007006,S,2007,2010-12-17,,,detected by radial velocity,,GJ 176,04:42:56.0,+18:57:29,9.97,,6.462,5.824,5.607,9.42,-0.1,0.49,0.53,M2.5V,,
GJ 3021 b,3.37,,133.71,0.49,0.511,,0.027809,R,2000,2009-10-07,290.7,51545.86,detected by radial velocity,,GJ 3021,00:16:12.0,-79:51:04,6.59,,,,,17.62,0.1,0.9,0.9,G6 V,8.77,5540.0
GJ 317 b,1.8,,691.78,1.15,0.11,45.0,0.076159,S,2007,2011-11-14,342.0,2451656.7,detected by radial velocity,,GJ 317,08:40:59.0,-23:27:23,12.0,,6.41,5.9,5.59,15.1,0.36,0.42,,M3.5,,3510.0
GJ 317 c,2.0,,10000.0,30.0,0.81,,1.986755,R,2007,2011-11-14,210.0,,detected by radial velocity,,GJ 317,08:40:59.0,-23:27:23,12.0,,6.41,5.9,5.59,15.1,0.36,0.42,,M3.5,,3510.0
GJ 3634 b,0.022,,2.64561,0.0287,0.08,59.0,0.001449,R,2011,2011-02-07,84.0,2454917.04,detected by radial velocity,,GJ 3634,10:58:35.0,-31:08:39,11.95,,,,,19.8,,0.45,0.43,M2.5,,
GJ 433 b,0.0182,,7.3709,0.058,0.08,,0.006416,C,2009,2012-02-14,-156.0,2454287.0,detected by radial velocity,,GJ 433,11:35:27.0,-32:32:24,9.79,,,,,9.04,-0.22,0.48,,M1.5,,3600.0
GJ 433 c,0.14,,3693.0,3.6,0.17,,0.39823,S,2012,2012-02-14,-154.0,2456740.0,detected by radial velocity,,GJ 433,11:35:27.0,-32:32:24,9.79,,,,,9.04,-0.22,0.48,,M1.5,,3600.0
GJ 436 b,0.0737,0.365,2.6438986,0.02887,0.15,85.8,0.00283,R,2004,2010-10-11,351.0,1551.716,detected by transit,"CO2, CO, H2O",GJ 436,11:42:11.0,+26:42:23,10.68,,,,,10.2,-0.32,0.452,0.464,M2.5,6.0,3684.0
GJ 667C b,0.01718,,7.199,0.0504,0.09,,0.007368,S,2009,2012-02-14,-4.0,2454443.1,detected by radial velocity,,GJ 667C,17:18:57.0,-34:59:23,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2.0,3600.0
GJ 667C c,0.0134,,28.13,0.1251,0.34,,0.018289,S,2011,2012-02-14,166.0,2454462.0,detected by radial velocity,,GJ 667C,17:18:57.0,-34:59:23,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2.0,3600.0
GJ 674 b,0.037,,4.6938,0.039,0.2,,0.00859,S,2007,2007-04-25,143.0,2453780.085,detected by radial velocity,,GJ 674,17:28:40.0,-46:53:43,9.38,,,,,4.54,-0.28,0.35,,M2.5,0.55,3600.0
GJ 832 b,0.64,,3416.0,3.4,0.12,,0.688259,S,2008,2010-11-13,304.0,1211.0,detected by radial velocity,,GJ 832,21:33:34.0,-49:00:32,8.67,,,,,4.94,-0.31,0.45,,,,
GQ Lup b,21.5,1.8,,103.0,,,0.735714,R,2005,2010-12-06,,,detected by imaging,,GQ Lup,15:49:12.0,-35:39:03,11.4,,,,,140.0,,0.7,,K7eV,0.001,
GSC 06214-00210 b,17.0,,,320.0,,,2.206897,R,2010,2011-12-14,,,detected by imaging,,GSC 06214-00210,16:21:55.0,-20:43:07,,,,,9.15,145.0,,0.6,,M1,0.011,
Gj 849 b,0.99,,1852.0,2.35,0.04,,0.267045,S,2006,2011-11-23,351.0,11462.0,detected by radial velocity,,Gj 849,22:09:40.0,-04:38:27,10.42,,,,,8.8,0.16,0.49,0.52,M3.5,,
Gl 179 b,0.82,,2288.0,2.41,0.21,,0.195935,R,2010,2010-03-19,153.0,25140.0,detected by radial velocity,,Gl 179,04:52:06.0,+06:28:36,11.96,,,,,12.3,0.3,0.357,0.38,M3.5,,3370.0
Gl 581 b,0.05,,5.36865,0.041,0.031,,0.006602,S,2005,2011-09-13,251.0,55753.95,detected by radial velocity,,Gl 581,15:19:26.0,-07:43:20,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8.0,3498.0
Gl 581 c,0.017,,12.9182,0.073,0.07,,0.011755,R,2007,2011-09-13,235.0,54763.0,detected by radial velocity,,Gl 581,15:19:26.0,-07:43:20,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8.0,3498.0
Gl 581 d,0.019,,66.64,0.22,0.25,,0.035427,R,2007,2011-09-13,356.0,54805.7,detected by radial velocity,,Gl 581,15:19:26.0,-07:43:20,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8.0,3498.0
Gl 581 e,0.0061,,3.14945,0.028,0.32,,0.004509,S,2009,2011-09-13,236.0,54750.31,detected by radial velocity,,Gl 581,15:19:26.0,-07:43:20,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8.0,3498.0
Gl 649 b,0.328,,598.3,1.135,0.3,,0.109768,R,2009,2009-12-17,352.0,12876.0,detected by radial velocity,,Gl 649,16:58:09.0,+25:44:39,9.7,,,,,10.34,0.08,0.54,,M1.5,,3700.0
Gl 785 b,0.053,,74.72,0.32,0.13,,0.035911,S,2010,2011-09-03,173.0,2455151.02575,detected by radial velocity,,Gl 785,20:15:17.0,-27:01:59,6.13,,,,,8.911,0.08,0.78,0.68,K1V,,5144.0
Gl 86 b,4.01,,15.766,0.11,0.046,,0.010092,R,2000,2009-10-07,266.0,1146.54,detected by radial velocity,,Gl 86,02:10:14.0,-50:49:60,6.17,,,,,10.9,-0.24,0.8,0.855,K1V,2.03,5350.0
Gliese 876 b,2.2756,,61.1166,0.208317,0.0324,84.0,0.044323,R,2000,2011-05-11,50.3,,detected by radial velocity,,Gliese 876,22:53:13.0,-14:15:13,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350.0
Gliese 876 c,0.7142,,30.0881,0.12959,0.25591,48.07,0.027572,R,2000,2010-12-14,48.76,,detected by radial velocity,,Gliese 876,22:53:13.0,-14:15:13,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350.0
Gliese 876 d,0.021,,1.93778,0.02080665,0.207,50.0,0.004427,R,2005,2010-12-14,234.0,,detected by radial velocity,,Gliese 876,22:53:13.0,-14:15:13,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350.0
Gliese 876 e,0.046,,124.26,0.3343,0.055,59.5,0.071128,R,2010,2010-06-23,239.22,,detected by radial velocity,,Gliese 876,22:53:13.0,-14:15:13,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350.0
HAT-P-1 b,0.524,1.217,4.4652934,0.05535,0.067,86.28,0.000398,R,2006,2011-02-07,0.0,,detected by transit,,HAT-P-1,22:57:47.0,+38:40:30,10.4,,,,,139.0,0.13,1.133,1.115,GOV,3.6,5975.0
HAT-P-11 b,0.081,0.452,4.887804,0.053,0.198,88.5,0.001395,S,2009,2009-05-09,355.2,,detected by transit,,HAT-P-11,19:50:50.0,+48:04:51,9.59,,,,,38.0,0.31,0.81,0.75,K4,6.5,4780.0
HAT-P-12 b,0.211,0.959,3.2130598,0.0384,0.0,,0.000269,S,2009,2009-05-04,,,detected by transit,,HAT-P-12,13:57:34.0,+43:29:37,12.84,,,,,142.5,-0.29,0.73,0.7,,2.5,4650.0
HAT-P-13 b,0.85,1.28,2.916243,0.0426,0.0142,83.3,0.000199,R,2009,2012-04-08,223.0,,detected by transit,,HAT-P-13,08:39:32.0,+47:21:07,10.62,,,,,214.0,0.43,1.22,1.56,G4,5.0,5638.0
HAT-P-13 c,14.5,,448.2,1.186,0.666,,0.005542,R,2009,2011-02-04,175.61,2454890.05,detected by radial velocity,,HAT-P-13,08:39:32.0,+47:21:07,10.62,,,,,214.0,0.43,1.22,1.56,G4,5.0,5638.0
HAT-P-14 b,2.2,1.2,4.627657,0.0594,0.095,83.2,0.00029,R,2010,2012-04-08,99.0,,detected by transit,,HAT-P-14,17:20:28.0,+38:14:32,9.98,,,,,205.0,0.11,1.386,1.468,F,1.3,6600.0
HAT-P-15 b,1.946,1.072,10.863502,0.0964,0.19,89.1,0.000507,R,2010,2010-05-31,262.0,,detected by transit,,HAT-P-15,04:25:00.0,+39:27:38,12.16,,,,,190.0,0.22,1.013,1.08,G5,6.8,5568.0
HAT-P-16 b,4.193,1.289,2.77596,0.0413,0.036,86.6,0.000176,R,2010,2011-05-20,214.0,,detected by transit,,HAT-P-16,00:38:18.0,+42:27:47,10.8,,,,,235.0,0.17,1.218,1.237,F8,2.0,6158.0
HAT-P-17 b,0.534,1.01,10.338523,0.0882,0.346,89.2,0.00098,R,2010,2012-04-03,201.0,,detected by transit,,HAT-P-17,21:38:09.0,+30:29:19,10.54,,,,,90.0,0.0,0.857,0.837,K,7.8,5246.0
HAT-P-17 c,1.4,,1798.0,2.75,0.1,,0.030556,R,2010,2010-12-10,155.0,2452636.0,detected by radial velocity,,HAT-P-17,21:38:09.0,+30:29:19,10.54,,,,,90.0,0.0,0.857,0.837,K,7.8,5246.0
HAT-P-18 b,0.197,0.995,5.508023,0.0559,0.084,88.8,0.000337,R,2010,2010-07-29,120.0,,detected by transit,,HAT-P-18,17:05:24.0,+33:00:45,12.76,,,,,166.0,0.1,0.77,0.749,K,12.4,4803.0
HAT-P-19 b,0.292,1.132,4.008778,0.0466,0.067,88.2,0.000217,R,2010,2010-07-29,256.0,,detected by transit,,HAT-P-19,00:38:04.0,+34:42:42,12.9,,,,,215.0,0.23,0.842,0.82,K,8.8,4990.0
HAT-P-2 b,8.74,0.951,5.6334729,0.0674,0.5171,90.0,0.000571,R,2007,2012-07-05,185.22,2454213.4794,detected by transit,,HAT-P-2,16:20:36.0,+41:02:53,8.71,,,,,118.0,0.14,1.36,1.64,F8,2.7,6290.0
HAT-P-20 b,7.246,0.867,2.875317,0.0361,0.015,86.8,0.000516,R,2010,2010-12-11,317.0,,detected by transit,,HAT-P-20,07:27:40.0,+24:20:11,11.34,,,,,70.0,0.35,0.756,0.694,K7,6.7,4595.0
