#
#   VizieR Astronomical Server vizier.ast.cam.ac.uk	2012-01-25T18:18:02 [V1.80]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VIZ4f2046835ed	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_7189
#Name: VII/189
#Title: Catalog of Pulsars (Taylor+ 1995)
#Table	VII_189_table1:
#Name: VII/189/table1
#Title: Observed and Derived parameters (tables 1, 2 and 4 of the publication)
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	Jname	(a12)	J2000 pulsar name	[ucd=meta.id;meta.main]
#Column	dist	(F8.2)	Adopted distance of pulsar in kpc	[ucd=pos.distance]
#Column	P	(F19.16)	Barycentric period in seconds	[ucd=time.period]
#Column	ntype	(I6)	Octal code for pulsar type	[ucd=src.class]
#Column	We	(F10.2)	Equivalent width of the integrated pulse profile in ms	[ucd=src.var.pulse]
#Column	w50	(F10.2)	Profile width at 50% of peak in ms	[ucd=src.var.pulse]
#Column	s400	(F8.2)	Time averaged flux density at 400MHz in mJy	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	s600	(F8.2)	Time averaged flux density at 600MHz in mJy	[ucd=phot.flux.density;em.radio.400-750MHz]
#Column	s1400	(F8.2)	Time averaged flux density at 1400MHz in mJy	[ucd=phot.flux.density;em.radio.750-1500MHz]
_RAJ2000;_DEJ2000;Jname;dist;P;ntype;We;w50;s400;s600;s1400
17 39 34.28;-29 03 02.1;1739-2903   ;    3.20; 0.3228819563300000;   104;      0.00;      3.20;    0.00;    6.00;    2.00
17 39 24.32;-31 31 03.0;1739-3131   ;    7.67; 0.5294375581800000;     0;      0.00;     22.10;    0.00;    2.10;    4.50
17 40 07.37;+13 11 57.6;1740+1311   ;    4.77; 0.8030497162300000;     0;     22.50;     32.70;   24.00;   14.00;    3.90
17 40 33.73;-30 15 41.9;1740-3015   ;    3.28; 0.6066785472000000;     4;      0.00;     38.40;   24.60;   18.00;    6.00
17 41 53.50;+27 58 09.0;1741+2758   ;    2.16; 1.3607373107000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
17 41 22.54;-08 40 32.7;1741-0840   ;    3.50; 2.0430824000099999;     0;     60.00;     77.60;   29.00;   18.00;    1.40
17 41 18.04;-39 27 37.8;1741-3927   ;    4.75; 0.5122100600300000;     0;     23.00;     11.00;   35.00;   30.00;    3.50
17 42 02.00;+27 53 00.0;1742+27     ;    3.70; 1.3607440000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
17 43 07.97;-03 37 27.4;1743-0337   ;    1.79; 0.4446442910000000;     0;      8.60;      6.50;    3.10;    2.00;    0.50
17 43 37.57;-13 51 41.7;1743-1351   ;    4.75; 0.4053387113000000;     0;      0.00;     14.60;    6.10;    3.70;    0.50
17 43 36.71;-31 50 19.7;1743-3150   ;    3.64; 2.4145560870999998;     0;     73.00;     48.00;    6.60;   12.00;    2.40
17 44 42.00;-23 34 00.0;1744-2334   ;    2.54; 1.6834499999999999;     0;      0.00;     35.00;   19.00;    0.00;    1.90
17 45 56.30;-30 40 23.6;1745-3040   ;    2.08; 0.3674273631090000;     0;      8.00;      7.20;   66.00;   51.00;   14.00
17 46 06.60;+25 40 36.0;1746+2540   ;    4.16; 1.0581479565000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
17 48 17.37;-13 00 53.3;1748-1300   ;    3.66; 0.3941327042800000;     0;     12.00;     12.30;   23.00;    7.70;    2.00
17 48 52.61;-20 21 40.1;1748-2021   ;    5.90; 0.2886026263900000;    41;      0.00;      0.00;   10.00;    0.00;    1.45
17 48 02.25;-24 46 37.7;1748-2446A  ;    7.10; 0.0115631483896600;    71;      0.00;      0.80;    0.00;    5.00;    2.50
17 48 03.52;-24 45 58.9;1748-2446B  ;    3.91; 0.4428390000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.30
17 49 13.48;-30 02 34.1;1749-3002   ;    9.11; 0.6098723565900001;     0;     54.00;     60.00;   12.70;    7.00;    3.50
17 49 44.48;-56 05 19.0;1749-5605   ;    2.66; 1.3323097198000000;     0;     24.00;     18.00;    3.00;    0.00;    0.00
17 50 47.29;-31 57 41.4;1750-3157   ;    4.45; 0.9103629520099999;     0;     62.00;      9.90;    0.00;    4.00;    1.40
17 50 46.00;-35 06 00.0;1750-3506   ;    5.28; 0.6840100000000000;     0;      0.00;     76.00;   29.00;    0.00;    1.40
17 51 42.23;-46 57 24.8;1751-4657   ;    1.08; 0.7423523954700000;     0;     17.00;     17.00;   70.00;    0.00;   10.00
17 52 35.30;+23 59 49.0;1752+2359   ;    2.70; 0.4090507248000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
17 52 58.68;-28 06 38.1;1752-2806   ;    1.53; 0.5625578578340000;     0;      7.50;      7.10; 1100.00;  335.00;   36.00
17 53 30.53;-25 01 35.1;1753-2502   ;   10.24; 0.5283332237000000;     0;      0.00;     52.60;    0.00;    0.00;    1.60
17 54 22.90;+52 01 12.8;1754+5201   ;    3.56; 2.3913963093000001;     0;      0.00;     11.40;    4.90;    2.00;    1.60
17 56 57.91;-24 35 35.0;1756-2435   ;    4.95; 0.6704798982600000;     0;      0.00;      0.00;    8.40;    3.20;    1.90
17 57 41.02;-24 21 56.8;1757-2421   ;    3.50; 0.2340943430000000;     0;     26.00;     28.80;   20.00;   18.10;    7.10
17 58 33.00;+30 25 00.0;1758+30     ;    2.88; 0.9472560000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
17 59 23.88;-22 05 42.2;1759-2205   ;    3.55; 0.4609690621000000;     0;     14.00;      6.90;   20.00;   11.00;    2.60
17 59 44.00;-29 22 00.0;1759-2922   ;    1.91; 0.5743990000000000;     0;      0.00;     11.00;   16.00;    0.00;    0.80
18 00 03.12;-23 43 06.4;1800-2343   ;    4.38; 1.0308200000000001;     0;      0.00;      0.00;    4.00;    0.00;    0.00
18 01 22.65;-03 57 54.3;1801-0357   ;    6.66; 0.9214895846700000;     0;      0.00;     11.40;   17.00;    5.50;    0.70
18 01 19.86;-23 06 16.8;1801-2306   ;   13.51; 0.4157755128800000;     6;      0.00;     58.00;    0.00;    0.00;    5.70
18 01 00.20;-24 51 27.1;1801-2451   ;    4.61; 0.1248744520900000;     2;      0.00;      0.00;    7.80;    2.30;    0.70
18 01 46.83;-29 20 37.2;1801-2920   ;    3.27; 1.0819078565000000;     0;      0.00;     55.00;    0.00;   13.20;    2.80
18 03 51.35;-21 37 07.2;1803-2137   ;    3.94; 0.1336076378070000;     6;      0.00;     20.70;   23.00;   18.20;   14.60
18 03 31.56;-27 12 06.4;1803-2712   ;    3.62; 0.3344154239390000;    10;     22.00;     18.00;    3.40;    2.40;    0.90
18 04 49.90;-07 35 24.7;1804-0735   ;    3.10; 0.0231008552116200;    71;      0.00;      0.00;    3.10;    1.00;    0.60
18 04 47.00;-27 18 00.0;1804-2718   ;    1.17; 0.0093430300000000;    70;      0.00;      2.10;   16.00;    0.00;    0.00
18 05 10.16;+03 06 30.9;1805+0306   ;    4.80; 0.2187112348000000;     0;      0.00;      0.00;    5.00;    0.00;    0.00
18 07 42.00;+07 53 00.0;1807+07     ;    7.66; 0.4643000000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 07 38.03;-08 47 43.1;1807-0847   ;    3.61; 0.1637273608300000;     0;      7.70;      6.40;   65.00;   54.00;   16.00
18 06 47.96;-11 59 36.4;1807-1200   ;    3.43; 0.5227600000000000;     0;      0.00;      0.00;    4.00;    0.00;    0.00
18 07 10.18;-27 15 15.5;1807-2715   ;    9.67; 0.8277706120000000;     0;     28.00;     12.60;   25.00;    7.40;    0.60
18 08 19.00;+00 34 00.0;1808+00     ;   10.29; 0.4251140000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 08 03.00;-08 13 00.0;1808-0813   ;    5.19; 0.8760400000000000;     0;      0.00;     29.00;   28.00;    0.00;    2.00
18 08 06.36;-20 57 50.1;1808-2057   ;    7.38; 0.9184064713000000;     0;      0.00;     30.00;    0.00;    8.10;    2.00
18 09 14.32;-21 09 02.2;1809-2109   ;    5.19; 0.7024127666000000;     0;      0.00;      0.00;    0.00;    6.00;    1.90
18 09 53.00;-35 47 00.0;1809-3547   ;   12.90; 0.8604000000000001;     0;      0.00;     82.00;   24.00;    0.00;    0.00
18 10 44.43;-53 38 07.7;1810-5338   ;    2.00; 0.2610493179600000;     0;     18.00;      7.00;   12.00;   18.00;    0.00
18 11 20.70;+07 02 23.0;1811+0702   ;    2.91; 0.4617121035000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 12 53.20;+02 26 58.6;1812+0226   ;    5.80; 0.7939016105200000;     0;      0.00;     13.20;    3.80;    2.30;    0.30
18 12 07.21;-17 18 28.4;1812-1718   ;    4.19; 1.2053619337299999;     0;      0.00;      0.00;    0.00;    0.00;    2.00
18 12 16.09;-17 33 21.7;1812-1733   ;    6.50; 0.5383402649000000;     0;      0.00;      0.00;    0.00;    0.00;    2.00
18 13 13.33;+40 13 39.8;1813+4013   ;    4.32; 0.9310878490000000;     0;     18.00;     12.20;    8.00;    6.40;    1.10
18 16 18.68;-17 29 07.1;1816-1729   ;    6.51; 0.7823118050600000;     0;      0.00;     14.80;    0.00;    2.90;    1.40
18 16 35.45;-26 49 58.3;1816-2649   ;    3.61; 0.5928851283980000;     0;     65.00;     52.50;   18.00;   10.50;    0.00
18 17 02.34;-23 11 52.2;1817-2312   ;    5.63; 0.6254700000000000;     0;      0.00;      0.00;    4.00;    0.00;    0.00
18 17 05.78;-36 18 04.0;1817-3618   ;    3.79; 0.3870169209500000;     0;     13.00;      9.00;   22.00;   11.00;    2.00
18 18 23.79;-14 22 35.9;1818-1422   ;    8.14; 0.2914882099800000;     0;      0.00;     16.30;    0.00;    2.50;    7.40
18 20 52.63;-04 27 37.7;1820-0427   ;    2.10; 0.5980726393000000;     0;      9.00;     10.10;  157.00;   65.00;    8.00
18 20 19.80;-13 46 18.4;1820-1346   ;    9.70; 0.9214587177200000;     0;      0.00;     28.70;    0.00;    1.00;    3.30
18 20 39.09;-18 18 03.2;1820-1818   ;    8.46; 0.3099045779990000;     0;     24.00;     13.60;    0.00;    2.90;    1.10
18 21 31.00;+17 17 00.0;1821+17     ;    7.15; 1.3662000000000001;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 22 18.00;+07 05 24.0;1822+0705   ;    2.55; 1.3628171030000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 22 54.04;-14 00 04.2;1822-1400   ;    7.73; 0.2147709321200000;     0;      0.00;      8.10;    0.00;    1.50;    0.80
18 22 58.97;-22 56 49.3;1822-2256   ;    3.43; 1.8742684763799999;     0;     65.00;     73.30;   25.00;   14.00;    3.20
18 22 18.00;-42 10 00.0;1822-4210   ;    3.47; 0.4565130000000000;     0;      0.00;     18.00;    7.00;    0.00;    1.50
18 23 31.00;+05 50 24.7;1823+0550   ;    3.03; 0.7529064484600000;     0;     13.00;     10.20;   18.00;   13.00;    1.70
18 23 37.00;-01 54 00.0;1823-0154   ;    4.55; 0.7597800000000000;     0;      0.00;     15.00;   13.00;    0.00;    0.80
18 23 40.41;-11 15 07.7;1823-1115   ;    6.26; 0.2798284508200000;    10;      0.00;     29.40;   11.00;   13.20;    3.80
18 23 40.46;-30 21 39.7;1823-3021A  ;    8.00; 0.0054400022788400;    61;      0.00;      0.00;   49.00;    9.00;    0.40
18 23 41.52;-30 21 41.3;1823-3021B  ;    8.00; 0.3785964740000000;    41;      0.00;      6.00;    2.20;    1.00;    0.07
18 23 46.78;-31 06 49.7;1823-3106   ;    1.66; 0.2840539124460000;     0;      6.30;      6.30;   36.00;   17.00;    2.50
18 24 29.48;-11 18 37.2;1824-1118   ;    7.77; 0.4357582716900000;     0;      0.00;     12.90;    0.00;    8.00;    2.40
18 24 00.45;-19 45 50.7;1824-1945   ;    5.19; 0.1893335997700000;     0;     30.00;     23.40;   71.00;   36.00;    6.10
18 24 32.01;-24 52 10.7;1824-2452   ;    5.50; 0.0030543146293258;   161;      0.00;      0.15;   40.00;    0.00;    1.80
18 25 15.30;+00 04 21.0;1825+0004   ;    2.22; 0.7789491248100000;     0;      0.00;     10.30;    8.00;    3.50;    0.40
18 25 30.60;-09 35 23.0;1825-0935   ;    1.01; 0.7689793979110000;   100;     17.00;     11.70;   36.00;   19.00;   11.00
18 25 02.97;-14 46 49.9;1825-1446   ;    5.42; 0.2791820153500000;     0;      0.00;      9.70;    0.00;    1.40;    2.40
18 26 05.43;-11 31 43.2;1826-1131   ;    4.83; 2.0931352636999998;     0;      0.00;     93.90;    5.00;    8.30;    1.10
18 26 13.17;-13 34 47.2;1826-1334   ;    4.12; 0.1014513613510000;     4;      0.00;      6.40;    0.00;    1.80;    4.30
18 27 05.55;-09 58 43.8;1827-0958   ;    6.16; 0.2457569034700000;     0;      0.00;     21.40;    0.00;    1.70;    1.90
18 29 43.12;-17 51 02.9;1829-1751   ;    5.52; 0.3071314991280000;     0;     55.00;     45.90;   78.00;   53.00;   10.30
18 30 47.75;-10 59 10.8;1830-1059   ;    3.63; 0.4050297252700000;     0;      0.00;      0.00;    2.10;    1.30;    1.00
18 32 37.02;-08 27 03.7;1832-0827   ;    4.75; 0.6472792400180000;     0;      0.00;     26.70;    9.40;    9.10;    4.10
18 32 40.90;-10 21 34.2;1832-1021   ;    6.42; 0.3303535595430000;     0;      0.00;      0.00;    3.40;    1.50;    0.60
18 33 42.00;-03 38 33.9;1833-0338   ;    5.09; 0.6866768160000000;     0;     35.00;     26.40;   89.00;   35.30;    2.80
18 33 40.32;-08 27 30.7;1833-0827   ;    5.67; 0.0852828782470000;     4;      0.00;      4.60;    0.00;    6.30;    4.70
18 33 14.81;-60 23 03.9;1833-6023   ;    1.85; 1.8894355004000001;     0;     48.00;     58.00;    5.50;    0.00;    0.00
18 34 27.00;+10 44 00.0;1834+10     ;    3.18; 1.1727190000000001;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 34 17.25;-00 10 49.5;1834-0010   ;    2.63; 0.5209543081600000;    10;      0.00;     30.20;    5.10;    2.80;    0.00
18 34 25.39;-04 26 34.8;1834-0426   ;    2.29; 0.2901062027900000;     0;     45.00;     19.70;   77.00;   46.00;   15.00
18 35 05.57;-06 43 05.0;1835-0643   ;    6.34; 0.3058212421300000;     0;      0.00;     29.00;    0.00;    3.00;    2.60
18 35 23.00;-11 06 00.0;1835-1106   ;    3.07; 0.1659060000000000;     0;      0.00;      7.20;   30.00;    0.00;    4.10
18 36 51.78;-04 36 37.2;1836-0436   ;    4.62; 0.3542361445100000;     0;      0.00;     10.70;    0.00;    6.00;    1.40
18 36 53.89;-10 08 09.3;1836-1008   ;    5.40; 0.5627056550000000;     0;    130.00;     89.00;   54.00;   27.00;    5.00
18 37 54.00;-00 48 00.0;1837-0048   ;    2.48; 0.6170500000000000;     0;      0.00;     17.00;   10.00;    0.00;    0.40
18 37 14.66;-06 53 04.7;1837-0653   ;    4.93; 1.9058085407000001;     0;      0.00;    116.40;    0.00;    9.00;    3.10
18 40 44.56;+56 40 55.4;1840+5640   ;    1.69; 1.6528618094600001;     0;     30.00;     27.10;   21.00;   14.00;    4.00
18 41 55.97;+09 12 07.7;1841+0912   ;    2.49; 0.3813188812300000;     0;      9.50;      7.90;   20.00;    9.90;    1.70
18 41 05.65;-04 25 19.4;1841-0425   ;    5.16; 0.1861451562320000;     0;      0.00;      0.00;    2.60;    3.00;    2.30
18 42 26.49;-03 59 59.2;1842-0359   ;    4.15; 1.8399442070000001;     0;      0.00;    262.00;   18.70;   31.00;    8.50
18 43 24.00;+20 27 00.0;1843+20     ;    6.30; 3.4065720000000002;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 44 11.00;+00 35 00.0;1844+00     ;    6.65; 0.4605050000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 44 54.85;+14 54 14.8;1844+1454   ;    2.21; 0.3754625076000000;     0;      8.30;      9.30;   20.00;    8.60;    1.50
18 44 44.94;-02 44 42.2;1844-0244   ;    5.99; 0.5077185470500000;     0;      0.00;     14.80;    0.00;    1.50;    1.00
18 44 33.46;-04 33 12.5;1844-0433   ;    2.79; 0.9910257282300000;     0;      0.00;     31.30;    8.10;    5.60;    1.30
18 44 05.10;-05 38 33.5;1844-0538   ;    6.16; 0.2556971293970000;     0;      0.00;      7.90;    0.00;    2.50;    2.30
18 45 34.75;-04 34 34.7;1845-0434   ;    4.72; 0.1622494144900000;     0;      0.00;     16.00;    0.00;    2.20;    2.60
18 47 22.83;-04 02 14.2;1847-0402   ;    3.13; 0.5977605019350000;     0;     32.00;     24.60;   75.00;   28.20;    4.80
18 48 50.00;+06 51 00.0;1848+0651   ;    1.84; 0.5059549080000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 48 43.77;+08 26 35.9;1848+0826   ;    3.37; 0.3286647267900000;     0;      0.00;     19.00;    2.80;    0.00;    0.00
18 48 23.60;-01 23 58.2;1848-0123   ;    3.80; 0.6594305912100000;     0;     26.00;     43.70;   79.00;   45.00;   10.00
18 48 36.00;-14 14 00.0;1848-1414   ;    4.36; 0.2977720000000000;     0;      0.00;     14.00;   13.00;    0.00;    0.00
18 48 18.00;-19 52 25.7;1848-1952   ;    0.96; 4.3081792620000003;     0;     65.00;     65.00;   17.00;    7.00;    0.00
18 49 07.38;-06 36 58.6;1849-0636   ;    3.66; 1.4512925790000000;     0;     30.00;     22.30;   26.00;   10.50;    1.60
18 50 35.48;+13 35 58.9;1850+1335   ;    3.08; 0.3455814517000000;     0;      0.00;      7.60;    6.00;    4.40;    1.40
18 51 03.28;+04 18 11.7;1851+0418   ;    3.13; 0.2846970000000000;   100;      0.00;     75.00;    0.00;    5.40;    1.00
18 51 13.23;+12 59 36.6;1851+1259   ;    3.51; 1.2052994671999999;     0;      0.00;      9.40;    8.00;    2.10;    0.50
18 52 27.60;+00 31 55.9;1852+0031   ;    8.40; 2.1801732870000001;     0;      0.00;    192.50;    0.00;    0.00;    5.20
18 52 58.00;-26 10 00.0;1852-2610   ;    2.33; 0.3363390000000000;     0;      0.00;      9.90;   12.00;    0.00;    1.40
18 54 27.35;+10 50 50.9;1854+1051   ;   12.19; 0.5723410000000000;     0;      0.00;      0.00;   11.00;    0.00;    0.00
18 54 44.30;-14 21 30.0;1854-1421   ;    5.21; 1.1465926813000000;     0;     24.00;     18.90;    8.00;    6.00;    0.00
18 56 10.87;+01 13 20.5;1856+0113   ;    3.30; 0.2673988407300000;     2;      0.00;     14.40;    3.40;    4.70;    1.20
18 57 00.81;+00 57 16.7;1857+0057   ;    2.64; 0.3569289880200000;     0;      0.00;      0.00;    5.00;    0.00;    1.50
18 57 43.63;+02 12 41.3;1857+0212   ;    8.58; 0.4158141675290000;     0;      0.00;     13.00;    0.00;    9.00;    2.20
18 57 36.39;+09 43 17.3;1857+0943   ;    0.90; 0.0053621004540415;   170;      0.00;      0.55;   31.00;    0.00;    4.00
18 59 46.00;+00 35 00.0;1859+00     ;    8.59; 0.5596290000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
18 59 44.39;+15 26 11.0;1859+1526   ;    4.76; 0.9339715823080000;     0;      0.00;     11.00;    1.50;    0.00;    0.00
19 00 18.00;+30 53 00.0;1900+30     ;    4.56; 0.6022240000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
19 00 47.57;-26 00 43.7;1900-2600   ;    1.71; 0.6122091954370000;     0;     43.00;     34.10;  131.00;   73.00;   13.00
19 00 24.36;-79 51 48.2;1900-7951   ;    3.87; 1.2791931935000000;     0;     40.00;     30.00;    6.50;    5.00;    0.00
19 01 32.00;+00 26 00.0;1901+00     ;    8.16; 0.7776700000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
19 01 34.28;+01 56 39.3;1901+0156   ;    2.93; 0.2882185111600000;     0;      0.00;      6.40;   13.70;    4.20;    0.00
19 01 31.78;+03 31 06.3;1901+0331   ;    8.03; 0.6554492309400000;     0;     30.00;     75.20;  165.00;   47.00;    3.20
19 01 38.95;+07 16 34.7;1901+0716   ;    5.49; 0.6439984109160000;     4;      0.00;     14.40;    3.90;    5.00;    2.10
19 01 48.77;+13 06 48.3;1901+1306   ;    3.53; 1.8308574529999999;     0;      0.00;     35.00;    0.60;    0.00;    0.00
19 01 50.00;-09 07 00.0;1901-0907   ;    2.42; 0.8909500000000000;     0;      0.00;     16.00;   12.00;    0.00;    3.10
19 02 42.64;+05 56 26.5;1902+0556   ;    3.93; 0.7465697099900001;     0;     26.00;     27.20;   15.00;   10.20;    2.30
19 02 46.74;+06 15 50.9;1902+0615   ;   10.12; 0.6735010000000000;     0;      0.00;     76.60;   22.00;   11.60;    2.00
19 02 13.54;+07 23 51.0;1902+0723   ;    3.33; 0.4878126283000000;     0;      0.00;     29.00;    0.60;    0.00;    0.00
19 03 29.98;+01 35 38.2;1903+0135   ;    4.40; 0.7293016327400000;     0;     13.00;     26.80;   58.00;   31.00;    2.00
19 03 52.95;+22 25 12.3;1903+2225   ;    7.86; 0.6511853841800000;     0;      0.00;     10.00;    0.80;    0.00;    0.00
19 03 40.18;-06 32 00.8;1903-0632   ;    8.79; 0.4318847190000000;     0;     22.00;     16.00;   23.00;   11.30;    0.00
19 04 09.00;+00 04 00.0;1904+0004   ;    6.43; 0.1395250000000000;     0;      0.00;     12.00;   16.00;    0.00;    2.20
19 04 02.38;+10 04 31.4;1904+1005   ;    4.06; 1.8565700000000001;     0;      0.00;     50.00;    2.00;    0.00;    0.00
19 04 24.00;-12 24 00.0;1904-1224   ;    5.73; 0.3754020000000000;     0;      0.00;     17.00;   10.00;    0.00;    0.00
19 05 53.76;+07 09 21.1;1905+0709   ;    5.48; 0.6480389967000000;     0;      0.00;     34.20;    0.00;    5.50;    1.90
19 05 27.58;-00 56 31.1;1905-0056   ;    6.78; 0.6431754970300000;     0;      0.00;     13.10;    9.80;    5.20;    0.80
19 06 35.23;+06 41 03.0;1906+0641   ;    9.23; 0.2672745261350000;     0;      0.00;      0.00;    2.80;    1.50;    2.60
19 06 44.71;+18 54 08.5;1906+1854   ;   11.07; 1.0190927713500000;     0;      0.00;     64.00;    4.60;    0.00;    0.00
19 07 08.28;+12 46 44.5;1907+1247   ;    7.24; 0.8270960000000001;     0;      0.00;     30.00;    2.00;    0.00;    0.00
19 07 34.80;+40 02 06.3;1907+4002   ;    1.71; 1.2357572279000000;     0;     34.00;     58.50;   23.00;   13.00;    1.80
19 08 16.10;+04 57 41.0;1908+0457   ;    9.29; 0.8467928460000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
19 08 05.16;+05 00 54.4;1908+0500   ;    4.44; 0.2910207867600000;     0;      0.00;      8.00;    6.10;    0.00;    0.00
19 08 17.01;+07 34 14.4;1908+0734   ;    0.58; 0.2123526733190000;     0;      0.00;      4.00;    3.50;    0.00;    0.00
19 08 58.76;+09 16 13.6;1908+0916   ;    5.17; 0.8302698847100000;     0;     47.00;     37.00;    5.00;    0.00;    0.00
19 09 35.25;+00 07 57.9;1909+0007   ;    3.26; 1.0169454576500001;     0;      8.70;     10.50;   12.00;    7.30;    0.80
19 09 38.31;+02 54 50.9;1909+0254   ;    4.37; 0.9898277280100000;     0;     14.00;     12.50;   21.00;    6.10;    0.70
19 09 48.70;+11 02 03.3;1909+1102   ;    4.29; 0.2836400038880000;     0;      5.80;      5.90;   50.00;   17.50;    2.20
19 09 26.96;+14 50 58.0;1909+1450   ;    4.94; 0.9961077952000000;     0;      0.00;     36.00;    1.10;    0.00;    0.00
19 09 18.60;+18 59 10.7;1909+1859   ;    3.40; 0.5424510960100000;     0;      0.00;     11.00;    5.40;    0.00;    0.00
19 10 23.60;+00 04 55.6;1910+0004   ;    4.10; 0.0036185240000000;    71;      0.00;      0.00;    0.00;    0.00;    0.00
19 10 09.08;+03 58 26.8;1910+0358   ;    2.90; 2.3302604709999999;     0;    170.00;     45.20;   21.00;   16.00;    0.00
19 10 18.60;+07 14 11.8;1910+0714   ;    3.60; 2.7124228384000002;     0;      0.00;     46.00;    5.40;    0.00;    0.00
19 10 13.59;+12 31 40.4;1910+1231   ;    6.75; 1.4417374000700001;     0;     48.00;     34.00;    5.00;    0.00;    0.00
19 10 29.64;-03 09 52.8;1910-0309   ;   10.25; 0.5046034738100000;     0;     11.00;     14.70;   27.00;    5.80;    0.80
19 11 55.39;+17 58 45.8;1911+1758   ;    2.54; 0.4604058187800000;     0;      0.00;      9.00;    1.90;    0.00;    0.00
19 12 51.93;+10 35 08.4;1912+1035   ;    4.15; 0.4093380000000000;     0;      0.00;     25.00;    2.00;    0.00;    0.00
19 12 43.37;+21 04 34.3;1912+2104   ;    4.81; 2.2329635340500000;     0;     14.00;      9.90;    6.00;    3.30;    0.80
19 12 18.63;+25 25 02.1;1912+2525   ;    2.02; 0.6219762450600000;     0;      0.00;      9.00;    1.60;    0.00;    0.00
19 13 53.09;+09 35 12.6;1913+0935   ;    4.20; 1.2419640000000001;     0;      0.00;     45.00;    3.00;    0.00;    0.00
19 13 24.37;+14 00 53.1;1913+1400   ;    5.06; 0.5214722225000000;     0;     10.00;      8.80;    5.20;    4.30;    1.20
19 13 54.19;-04 40 47.7;1913-0440   ;    3.22; 0.8259336896800000;     0;      7.50;      7.50;  118.00;   44.00;    4.40
19 14 10.12;+11 22 03.7;1914+1122   ;    3.44; 0.6009974963400000;     0;     18.00;      9.00;    1.10;    0.90;    0.00
19 15 01.00;+07 53 00.0;1915+07     ;    3.71; 2.0588000000000002;     0;      0.00;      0.00;    0.00;    0.00;    0.00
19 15 24.80;+07 38 31.4;1915+0738   ;    1.98; 1.5427044494200000;     0;      0.00;     12.00;    1.90;    0.00;    0.00
19 15 29.76;+10 09 51.2;1915+1009   ;    5.37; 0.4045378592000000;     0;     36.00;     35.60;   23.00;   10.00;    2.00
19 15 28.00;+16 06 27.4;1915+1606   ;    7.13; 0.0590299979296130;    50;      5.00;     12.20;    4.00;    3.00;    0.70
19 15 19.15;+16 47 09.2;1915+1647   ;    3.31; 1.6162312838899999;     0;     32.00;     35.90;    4.50;    2.50;    0.00
19 16 54.00;+07 53 00.0;1916+07     ;    8.19; 0.5421800000000000;     0;      0.00;      0.00;    0.00;    0.00;    0.00
19 16 32.34;+09 51 26.3;1916+0951   ;    2.90; 0.2702541068864000;     0;      9.80;      5.10;   20.00;    5.60;    1.00
19 16 11.72;+10 30 53.4;1916+1030   ;    7.55; 0.6289697212900000;     0;      0.00;      0.00;    0.00;    0.00;    0.50
19 16 58.70;+13 12 49.7;1916+1312   ;    6.15; 0.2818420342690000;     0;     13.00;     13.10;   12.00;    8.40;    1.90
19 17 39.78;+13 53 57.1;1917+1353   ;    4.07; 0.1946301238710000;     0;      4.50;      4.50;   43.00;   23.00;    3.90
19 17 43.80;+22 24 29.0;1917+2224   ;    6.88; 0.4259060000000000;     0;      0.00;      0.00;    3.00;    0.00;    0.00
19 18 26.22;+14 44 55.6;1918+1444   ;    1.55; 1.1808836647000001;     0;     26.00;     13.80;    1.60;    1.60;    1.40
19 18 07.70;+15 41 15.2;1918+1541   ;    0.68; 0.3708829987700000;   100;      0.00;      6.00;    0.80;    0.00;    0.00
19 19 50.63;+00 21 40.2;1919+0021   ;    3.33; 1.2722557319700001;     0;     18.00;     10.10;   16.00;    6.70;    0.80
