Configuration Matrix Start Identifier	CCD	Camera ID	Camera Line	Camera Model (U or E Prefix)	Interline CCD?	Supports Serial Port A? (Driver INFO)	Supports Serial Port B? (Driver INFO)	CCD Sensor Type? - (TRUE=CCD or FALSE=CMOS)	Total Columns	Imaging Columns	Clamp Columns (R13)	Pre ROI Skip Columns	Post ROI Skip Columns (R16)	Overscan Columns (R17)	Total Rows	Imaging Rows	Default Vertical Offset (Underscan) (R30)	Vertical Overscan Rows	Default Vflush binning	Enable Single Row ROI Offset?	Row Offset Binning	Hflush Disable? (R2.6)	"Default Shutter Close Delay, ms (R20)"	"Pixel Size (x), u - INFO"	"Pixel Size (y), u - INFO"	Color? - INFO	Gain (16) - INFO	"Minimum Suggested Exp Time, ms (Driver INFO)"	Camera Supports Cooling? (Driver INFO)	Camera Supports Regulated Cooling? (Driver INFO)	Default Desired Temperature - Degrees C (R55)	Temperature Ramp 1 Rate (R57)	Temperature Ramp 2 Rate (R58)	Default Backoff Temp Value - Degrees C (R60)	PRI A/D Type	ALT A/D Type	PRI A/D Latency	ALT A/D Latency	"IR Preflash Time, ms (R23 - share w/strobe pos)"	A/D Configuration Value (R62)	Default A/D Gain Value - LEFT (R62)	Default Clamp/Offset Value - LEFT (R62)	Default A/D Gain Value - RIGHT (R62)	Default Clamp/Offset Value - RIGHT (R62)	Default R Voltage (R27)	Default Data Reduction?	Video Subsample	amp_cutoff_disable	num Ad Outputs	Supports Single/Dual Readout Switching?	Vertical Pattern (.txt)	"Skip Pattern, 16 bit, gain 1 (.txt)"	"Clamp Pattern, 16 bit, gain 1 (.txt)"	"ROI Pattern, 16 bit, gain 1 (.txt)"	"Skip Pattern, 12 bit (.txt)"	"Clamp Pattern, 12 bit (.txt)"	"ROI Pattern, 12 bit (.txt)"	"Vertical Pattern, Video (.txt)"	"Skip Pattern, Video (.txt)"	"Clamp Pattern,  Video (.txt)"	"ROI Pattern, Video (.txt)"	"Skip Pattern Dual, normal (.txt)"	"Clamp Pattern Dual, normal (.txt)"	"ROI Pattern Dual, normal (.txt)"	"Skip Pattern Dual, fast (.txt)"	"Clamp Pattern Dual, fast (.txt)"	"ROI Pattern Dual, Fast (.txt)"
StartCcd	ICX285AK	273	Ascent	285C	TRUE	FALSE	FALSE	TRUE	1434	1392	22	0	0	20	1051	1040	11	0	1	FALSE	1	FALSE	0	6.45	6.45	TRUE	0.4	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	1	1	FALSE	AV5	AS5	AS5	AR5	AS5F	AS5F	AR5F	AV5V	AS5	AS5	AR5V	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI0340C	274	Ascent	340C	TRUE	FALSE	FALSE	TRUE	720	640	40	0	0	40	492	480	8	4	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	35	1	35	1	1000	TRUE	1	0	2	TRUE	AV2	AS2	AS2	AR2	AS2	AS2	AR2F	AV2	AS2	AS2	AR2F	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI2020C	275	Ascent	2000C	TRUE	FALSE	FALSE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	35	1	35	1	1000	TRUE	3	0	2	TRUE	AV2	AS2	AS2	AR2	AS2	AS2	AR2F	AV2V	AS2	AS2	AR2V	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI16000C	276	Ascent	16000C	TRUE	FALSE	FALSE	TRUE	4986	4872	57	0	0	57	3324	3248	56	20	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	40	1	40	1	1000	TRUE	7	0	2	TRUE	AV1	AS2	AS2	AR2	AS2	AS2	AR2F	NoOpV	NoOpH	NoOpH	NoOpH	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	KAI02050C	277	Ascent	2050C	TRUE	FALSE	FALSE	TRUE	1706	1600	53	0	0	53	1264	1200	32	32	1	FALSE	1	FALSE	0	5.5	5.5	TRUE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	0	2	TRUE	AV4B	AS4	AS4	AR4	AS4	AS4	AR4F	AV4V	AS4	AS4	AR4V	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI02150C	278	Ascent	2150C	TRUE	FALSE	FALSE	TRUE	2026	1920	53	0	0	53	1144	1080	32	32	1	FALSE	1	FALSE	0	5.5	5.5	TRUE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	3	0	2	TRUE	AV4B	AS4	AS4	AR4	AS4	AS4	AR4F	AV4V	AS4	AS4	AR4V	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI04050C	279	Ascent	4050C	TRUE	FALSE	FALSE	TRUE	2426	2336	45	0	0	45	1800	1752	25	25	1	FALSE	1	FALSE	0	5.5	5.5	TRUE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	5	0	2	TRUE	AV4D	AS4	AS4	AR4	AS4	AS4	AR4F	AV4Vb	AS4	AS4	AR4Vb	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI29050C	280	Ascent	29050C	TRUE	FALSE	FALSE	TRUE	6666	6576	45	0	0	45	4452	4384	34	34	1	FALSE	1	FALSE	0	5.5	5.5	TRUE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	55	1	55	1	1000	TRUE	9	0	2	TRUE	AV7	AS4	AS4	AR4	AS4	AS4	AR4Fb	NoOpV	NoOpH	NoOpH	NoOpH	AS4	AS4	AR4D	AS4	AS4	AR4FD
StartCcd	KAI16000	281	AltaF	16000	TRUE	FALSE	FALSE	TRUE	4973	4872	57	0	0	44	3324	3248	56	20	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	40	1	40	1	1000	TRUE	7	0	1	FALSE	AV1	AS2	AS2	FR2	AS2	AS2	FR2F	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI4022	282	AltaF	4000	TRUE	FALSE	FALSE	TRUE	2136	2048	44	0	0	44	2072	2048	16	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	700	3500	2	1	3	1	4	160	88	0	0	39	15	1000	TRUE	3	0	1	FALSE	F4000V	NF4000S	NF4000S	NF4000R	FF4000S	FF4000S	FF4000R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI4022C	283	AltaF	4000C	TRUE	FALSE	FALSE	TRUE	2136	2048	44	0	0	44	2072	2048	16	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	700	3500	2	1	3	1	4	160	88	0	0	39	15	1000	TRUE	3	0	1	FALSE	F4000V	NF4000S	NF4000S	NF4000R	FF4000S	FF4000S	FF4000R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2020	284	AltaF	2000	TRUE	FALSE	FALSE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	700	3500	2	1	3	1	4	160	88	0	0	39	15	1000	TRUE	3	0	1	FALSE	F4000V	NF4000S	NF4000S	NF4000R	FF4000S	FF4000S	FF4000R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI2020C	285	AltaF	2000C	TRUE	FALSE	FALSE	TRUE	1648	1600	24	0	0	24	1214	1200	6	8	1	FALSE	1	FALSE	0	7.4	7.4	TRUE	0.5	0.1	TRUE	TRUE	-20	700	3500	2	1	3	1	4	160	88	0	0	39	15	1000	TRUE	3	0	1	FALSE	F4000V	NF4000S	NF4000S	NF4000R	FF4000S	FF4000S	FF4000R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16000	286	AltaF	16000	TRUE	FALSE	FALSE	TRUE	4973	4872	57	0	0	44	3324	3248	56	20	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	40	300	40	300	1000	TRUE	7	0	1	FALSE	AV1	NF16000S	NF16000S	NF16000R	FF16000S	FF16000S	FF16000R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI29050	287	AltaF	29050	TRUE	FALSE	FALSE	TRUE	6666	6576	45	0	0	45	4452	4384	34	34	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	50	320	50	320	1000	TRUE	7	0	1	FALSE	F29050V	F29050S	F29050S	NF29050R	F29050S	F29050S	FF29050R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16070	288	AltaF	16070	TRUE	FALSE	FALSE	TRUE	4932	4864	34	0	0	34	3300	3232	24	24	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	35	10	35	10	1000	TRUE	7	0	1	FALSE	F29050V	F29050S	F29050S	NF29050R	F29050S	F29050S	FF29050R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16070	289	Ascent	16070	TRUE	FALSE	FALSE	TRUE	4932	4864	34	0	0	34	3300	3232	24	24	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-10	600	1800	2	3	3	4	4	160	88	25	272	25	272	1000	TRUE	9	0	2	TRUE	KV6B2	AS2	AS2	AR2	AS2	AS2	AR2F	NoOpV	NoOpH	NoOpH	NoOpH	AS2	AS2	AR2D	AS2	AS2	AR2FD
StartCcd	ICX285AL	290	Ascent	285-Long	TRUE	FALSE	FALSE	TRUE	1434	1392	22	0	0	20	1051	1040	11	0	1	FALSE	1	FALSE	0	6.45	6.45	FALSE	0.4	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	55	0	55	0	1000	TRUE	3	0	1	FALSE	AV5S	AS5S	AS5S	AR5L	AS5S	AS5S	AR5FL	AV5V	AS5	AS5	AR5V	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	ICX694AL	291	Ascent	694	TRUE	FALSE	FALSE	TRUE	2838	2758	40	0	0	40	2235	2208	19	8	1	FALSE	1	FALSE	0	4.54	4.54	FALSE	0.4	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	40	1	40	1	1000	TRUE	7	0	2	TRUE	A694V	A694S	A694S	NA694R	A694S	A694S	FA694R	NoOpV	NoOpH	NoOpH	NoOpH	A694S	A694S	NAD694R	A694S	A694S	FAD694R
StartCcd	KAI16000	292	AltaF	16000	TRUE	FALSE	FALSE	TRUE	4973	4872	57	0	0	44	3324	3248	56	20	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-20	600	1800	2	1	3	1	4	160	88	40	300	40	300	1000	TRUE	7	0	1	FALSE	AV1	NF16000S	NF16000S	NF16000R2	FF16000S	FF16000S	FF16000R2	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16070	293	Aspen	16070	TRUE	FALSE	FALSE	TRUE	4932	4864	34	0	0	34	3300	3232	24	24	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-10	1000	2000	2	1	3	1	4	160	88	25	272	25	272	1000	TRUE	9	0	2	TRUE	KV6B2	NCG16070S	NCG16070S	NCG16070	AS2	AS2	FCG16070	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	ICX285AL	294	Aspen	285	TRUE	FALSE	FALSE	TRUE	1434	1392	22	0	0	20	1051	1040	11	0	1	FALSE	1	FALSE	0	6.45	6.45	FALSE	0.4	0.1	TRUE	TRUE	-20	1000	2000	2	1	3	1	4	160	88	55	1	55	1	1000	TRUE	3	0	1	FALSE	AV5	NCG285S	NCG285S	NCG285	AS5F	AS5F	FCG285	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	ICX694AL	295	Ascent	674	TRUE	FALSE	FALSE	TRUE	2020	1940	40	0	0	40	1485	1460	19	8	1	FALSE	1	FALSE	0	4.54	4.54	FALSE	0.4	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	40	1	40	1	1000	TRUE	7	0	2	TRUE	A694V	A694S	A694S	NA674R	A694S	A694S	FA674R	NoOpV	NoOpH	NoOpH	NoOpH	A694S	A694S	NAD674R	A694S	A694S	FAD674R
StartCcd	ICX694AQ	296	Ascent	674C	TRUE	FALSE	FALSE	TRUE	2020	1940	40	0	0	40	1485	1460	19	8	1	FALSE	1	FALSE	0	4.54	4.54	TRUE	0.4	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	40	1	40	1	1000	TRUE	7	0	2	TRUE	A694V	A694S	A694S	NA674R	A694S	A694S	FA674R	NoOpV	NoOpH	NoOpH	NoOpH	A694S	A694S	NAD674R	A694S	A694S	FAD674R
StartCcd	ICX814AL	297	Ascent	814	TRUE	FALSE	FALSE	TRUE	3468	3388	40	0	0	40	2745	2712	25	8	1	FALSE	1	FALSE	0	3.69	3.69	FALSE	0.4	0.1	TRUE	TRUE	-20	600	1800	2	3	3	4	4	160	88	40	1	40	1	1000	TRUE	7	0	2	TRUE	A694V	A694S	A694S	NA814R	A694S	A694S	FA814R	NoOpV	NoOpH	NoOpH	NoOpH	A694S	A694S	NAD814R	A694S	A694S	FAD814R
StartCcd	ICX285AL	298	Aspen	285	TRUE	FALSE	FALSE	TRUE	1434	1392	22	0	0	20	1051	1040	11	0	1	FALSE	1	FALSE	0	6.45	6.45	FALSE	0.4	0.1	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	88	55	1	55	1	1000	TRUE	3	0	1	FALSE	AV5	NCG285SA	NCG285SA	NCG285A	AS5F	AS5F	FCG285A	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF09000	384	AltaF	9000D7	FALSE	FALSE	FALSE	TRUE	3103	3056	35	0	0	12	3086	3056	20	10	1	FALSE	1	FALSE	450	12	12	FALSE	1.5	30	TRUE	TRUE	-20	2200	4000	2	3	3	4	4	160	216	35	35	35	35	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1A	FKHS1A	FKHR1A	FKHS1B	FKHS1B	FKHR1B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD7700	385	AltaF	77	FALSE	FALSE	FALSE	TRUE	527	512	15	0	0	0	512	512	0	0	1	FALSE	1	FALSE	300	24	24	FALSE	2	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	52	0	1000	TRUE	3	1	1	FALSE	F77V	NF77S	NF77S	NF77R	FF77S	FF77S	FF77R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16803	386	AltaF	16MD7	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1100	4000	2	3	3	4	4	160	216	40	20	40	20	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1A	FKHS1A	FKHR1A	FKHS1B	FKHS1B	FKHR1B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF6303	387	AltaF	9D2	FALSE	FALSE	FALSE	TRUE	3100	3072	16	0	0	12	2056	2048	4	4	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	30	330	1000	TRUE	3	0	1	FALSE	F6V	NF9S	NF9S	NF9R	FF9S	FF9S	FF9R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16801	388	AltaF	16D7	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	2200	4000	2	3	3	4	4	160	88	27	0	27	0	1000	TRUE	3	0	1	FALSE	FKV5	FKHS5	FKHS5	FKHR5A	FKHS5	FKHS5	FKHR5B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF4301E	389	AltaF	4301	FALSE	FALSE	FALSE	TRUE	2102	2084	8	0	0	10	2092	2084	4	4	1	FALSE	1	FALSE	450	24	24	FALSE	3	333	TRUE	TRUE	-20	2200	4000	2	3	3	4	4	160	216	33	0	33	0	1000	TRUE	3	0	1	FALSE	FKV6	FKHS6	FKHS6	FKHR6A	FKHS6	FKHS6	FKHR6B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4710	390	AltaF	47D1	FALSE	FALSE	FALSE	TRUE	1072	1024	24	0	0	24	1027	1024	2	1	1	FALSE	1	FALSE	100	13	13	FALSE	1.5	10	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	58	320	1000	TRUE	3	1	1	FALSE	FEV2	FEHS2i	FEHS2i	FEHR2i	FEHS2c	FEHS2c	FEHR2c	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF39000	391	AltaF	39000D10	FALSE	FALSE	FALSE	TRUE	7344	7216	64	0	0	64	5494	5412	38	44	1	FALSE	1	FALSE	450	6.8	6.8	FALSE	1.5	333	TRUE	TRUE	-20	2000	4000	2	3	3	4	4	160	88	16	0	16	0	1000	TRUE	3	0	2	FALSE	FKV1	FKHS1	FKHS1	FKHR1D	FKHS1	FKHS1	FKHR1Db	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF8300	392	AltaF	8300D2	FALSE	FALSE	FALSE	TRUE	3448	3326	43	0	0	79	2574	2504	46	24	1	FALSE	1	FALSE	300	5.4	5.4	FALSE	0.8	30	TRUE	TRUE	-20	1500	4000	2	1	3	1	4	160	88	0	0	16	30	1000	TRUE	3	0	1	FALSE	FKV1B	FKHS1i	FKHS1i	FKHR1i	FKHS1c	FKHS1c	FKHR1c	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD3011DD	393	AltaF	30	FALSE	FALSE	FALSE	TRUE	1040	1024	8	0	0	8	256	256	0	0	1	FALSE	1	FALSE	300	26	26	FALSE	9.1	10	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	48	320	1000	TRUE	3	1	1	FALSE	F30V	NF30S	NF30S	NF30R	FF30S	FF30S	FF30R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF1001E	394	AltaF	6	FALSE	FALSE	FALSE	TRUE	1044	1024	8	0	0	12	1032	1024	4	4	1	FALSE	1	FALSE	300	24	24	FALSE	1.5	30	TRUE	TRUE	-20	700	4000	2	1	3	2	4	160	88	0	0	49	260	1000	TRUE	3	0	1	FALSE	F6V	NF6S	NF6S	NF6R	FF6S	FF6S	FF6R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16803	395	AltaF	16MD9	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1500	4000	2	3	3	4	4	160	216	40	20	40	20	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1A	FKHS1A	FKHR1A	FKHS1B	FKHS1B	FKHR1B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4710	396	AltaF	47	FALSE	FALSE	FALSE	TRUE	1072	1024	24	0	0	24	1027	1024	2	1	1	FALSE	1	FALSE	300	13	13	FALSE	1.5	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	58	320	1000	TRUE	3	1	1	FALSE	FEV2	FEHS2i	FEHS2i	NF47R	FEHS2c	FEHS2c	FF47R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF1001E	397	AltaF	6D9	FALSE	FALSE	FALSE	TRUE	1044	1024	8	0	0	12	1032	1024	4	4	1	FALSE	1	FALSE	300	24	24	FALSE	1.5	30	TRUE	TRUE	-20	700	4000	2	3	3	4	4	160	88	0	0	0	0	1000	TRUE	3	0	1	FALSE	F6V	NF6S	NF6S	NF6RA	FF6S	FF6S	FF6RA	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF3200ME	398	AltaF	32D1	FALSE	FALSE	FALSE	TRUE	2267	2184	46	0	0	37	1510	1472	34	4	1	FALSE	1	FALSE	100	6.8	6.8	FALSE	0.8	10	TRUE	TRUE	-20	700	4000	2	3	3	4	4	160	88	0	0	0	0	1000	TRUE	3	0	1	FALSE	FKV3	NF32S	NF32S	NF32R	FKHS3c8	FKHS3c8	FKHR3c8	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF8300	399	AltaF	8300D2	FALSE	FALSE	FALSE	TRUE	3448	3326	43	0	0	79	2574	2504	46	24	1	FALSE	1	FALSE	300	5.4	5.4	FALSE	0.8	30	TRUE	TRUE	-20	1500	4000	2	3	3	4	4	160	88	0	0	16	30	1000	TRUE	3	0	1	FALSE	FKV1B	NF8300S	NF8300S	NF8300R	FKHS1c	FKHS1c	FF8300R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4710	400	AltaF	47	FALSE	FALSE	FALSE	TRUE	1072	1024	24	0	0	24	1027	1024	2	1	1	FALSE	1	FALSE	100	13	13	FALSE	1.5	10	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	58	320	1000	TRUE	3	1	1	FALSE	F47V12	NF47S12	NF47S12	NF47R12	FF47S12	FF47S12	FF47R12	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF0261E	401	AltaF	260	FALSE	FALSE	FALSE	TRUE	530	512	12	0	0	6	520	512	4	4	1	FALSE	1	FALSE	100	20	20	FALSE	1.5	10	TRUE	TRUE	-20	400	3500	2	1	3	2	4	160	88	0	0	49	260	1000	TRUE	3	0	1	FALSE	F6V	NF6S	NF6S	NF6R	FF6S	FF6S	FF6R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4710DD	402	AltaF	47	FALSE	FALSE	FALSE	TRUE	1072	1024	24	0	0	24	1027	1024	2	1	1	FALSE	1	FALSE	100	13	13	FALSE	1.5	10	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	273	1000	TRUE	3	1	1	FALSE	F47DDV	NF47S12	NF47S12	NF47R12	FF47S12	FF47S12	FF47R12	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF3200ME	403	AltaF	32D1	FALSE	FALSE	FALSE	TRUE	2267	2184	46	0	0	37	1510	1472	34	4	1	FALSE	1	FALSE	100	6.8	6.8	FALSE	0.8	10	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	29	281	1000	TRUE	3	0	1	FALSE	FKV3	FKHS3i	FKHS3i	FKHR3i	FKHS3c8	FKHS3c8	FKHR3c8	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S10140-1109	404	AltaF	1109	FALSE	FALSE	FALSE	TRUE	2068	2048	10	0	0	10	512	508	4	2	1	FALSE	1	FALSE	100	12	12	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	490	1000	TRUE	3	0	1	FALSE	F10140V	NF10140S	NF10140S	NF1109R	FF10140S	FF10140S	FF1109R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S10140-1007	405	AltaF	1007	FALSE	FALSE	FALSE	TRUE	1044	1024	10	0	0	10	128	122	4	2	1	FALSE	1	FALSE	100	12	12	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	490	1000	TRUE	3	0	1	FALSE	F10140V	NF10140S	NF10140S	NF1109R	FF10140S	FF10140S	FF1109R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF0402	406	AltaF	1	FALSE	FALSE	FALSE	TRUE	796	768	14	0	0	14	520	512	4	4	1	FALSE	1	FALSE	100	9	9	FALSE	1.5	10	TRUE	TRUE	-20	700	4000	2	1	3	2	4	160	88	0	0	40	325	1000	TRUE	3	0	1	FALSE	F6V	NF6S	NF6S	NF6R	FF6S	FF6S	FF6R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF09000	407	AltaF	9000	FALSE	FALSE	FALSE	TRUE	3103	3056	35	0	0	12	3086	3056	20	10	1	FALSE	1	FALSE	450	12	12	FALSE	1.5	30	TRUE	TRUE	-20	1000	2000	2	3	3	4	4	160	216	27	25	27	15	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1B8	FKHS1B8	FKHR1At	FKHS1B8	FKHS1B8	FKHR1B8	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
